,Market,Submarket,Population,Period,Years,CAGR,NOI Cap Rate Comp.,Fixed Interest Rate,Opt. Cash Flow,Mkt Cap Rate Apr. bp,XIRR,Equity Multiple
Seattle - WA USA - Eastern King County,Seattle - WA,Eastern King County,4127053.0,2024-12 to 2029-12,5,0.07488865211209372,0.030258532724784248,0.07039999999999999,-0.04014146727521574,77.0,0.13545871875184323,1.9374465886583039
Seattle - WA USA - Everett,Seattle - WA,Everett,4127053.0,2024-12 to 2029-12,5,0.07693205294618943,0.0389310773963015,0.07039999999999999,-0.03146892260369849,77.0,0.1554351792769859,2.080080387058929
Seattle - WA USA - Federal Way,Seattle - WA,Federal Way,4127053.0,2024-12 to 2029-12,5,0.0637768226457911,0.04062646851562464,0.07039999999999999,-0.02977353148437535,77.0,0.1340714200292532,1.885422939016895
Seattle - WA USA - Gig Harbor,Seattle - WA,Gig Harbor,4127053.0,2024-12 to 2029-12,5,0.07453101552901686,0.07088911212424126,0.07039999999999999,0.0004891121242412699,77.0,0.21134558433633832,2.439365116367057
Seattle - WA USA - Issaquah,Seattle - WA,Issaquah,4127053.0,2024-12 to 2029-12,5,0.07534268163670599,0.042285799294381116,0.07039999999999999,-0.028114200705618875,77.0,0.1586609427559802,2.095369964253149
Seattle - WA USA - Kent,Seattle - WA,Kent,4127053.0,2024-12 to 2029-12,5,0.07153891398565393,0.046014673690102426,0.07039999999999999,-0.024385326309897565,77.0,0.1588230285214931,2.078850411562537
Seattle - WA USA - Kirkland,Seattle - WA,Kirkland,4127053.0,2024-12 to 2029-12,5,0.07416048572777356,0.03268195785738403,0.07039999999999999,-0.03771804214261596,77.0,0.13839966552151672,1.9556053427944946
Seattle - WA USA - Lake Union,Seattle - WA,Lake Union,4127053.0,2024-12 to 2029-12,5,0.07247701387441796,0.03080080444432785,0.07039999999999999,-0.03959919555567214,77.0,0.13186466225741622,1.9041634758791148
Seattle - WA USA - Lynnwood,Seattle - WA,Lynnwood,4127053.0,2024-12 to 2029-12,5,0.07529568353364513,0.03573771752992558,0.07039999999999999,-0.03466228247007441,77.0,0.14645478093208442,2.0127334535445316
Seattle - WA USA - McChord,Seattle - WA,McChord,4127053.0,2024-12 to 2029-12,5,0.06883478818226219,0.047166002150700846,0.07039999999999999,-0.023233997849299144,77.0,0.15595325567687746,2.048903952449135
Seattle - WA USA - North Seattle,Seattle - WA,North Seattle,4127053.0,2024-12 to 2029-12,5,0.07322938934751955,0.024918213063700782,0.07039999999999999,-0.04548178693629921,77.0,0.12217343318835083,1.8430907368519462
Seattle - WA USA - Northeast Seattle,Seattle - WA,Northeast Seattle,4127053.0,2024-12 to 2029-12,5,0.07222816869009141,0.029585291794501867,0.07039999999999999,-0.040814708205498124,77.0,0.1291433903046073,1.8848562743663617
Seattle - WA USA - Outlying Pierce County,Seattle - WA,Outlying Pierce County,4127053.0,2024-12 to 2029-12,5,0.06893137236738944,0.04904973792508099,0.07039999999999999,-0.021350262074919003,77.0,0.1598007723486703,2.074026579345645
Seattle - WA USA - Puyallup,Seattle - WA,Puyallup,4127053.0,2024-12 to 2029-12,5,0.07215601505983171,0.04396839406422524,0.07039999999999999,-0.026431605935774753,77.0,0.15606626550336222,2.0634531011971267
Seattle - WA USA - Queen Anne,Seattle - WA,Queen Anne,4127053.0,2024-12 to 2029-12,5,0.07078607049293839,0.029474197544580884,0.07039999999999999,-0.0409258024554191,77.0,0.12605669471670522,1.8597054598469802
Seattle - WA USA - Redmond,Seattle - WA,Redmond,4127053.0,2024-12 to 2029-12,5,0.07491558865334769,0.033228923125201495,0.07039999999999999,-0.037171076874798495,77.0,0.14101941971831589,1.9750259664128573
Seattle - WA USA - Renton/Tukwila,Seattle - WA,Renton/Tukwila,4127053.0,2024-12 to 2029-12,5,0.07454523399899071,0.042333860066553056,0.07039999999999999,-0.028066139933446935,77.0,0.15735812141088812,2.08266141208919
Seattle - WA USA - Shoreline,Seattle - WA,Shoreline,4127053.0,2024-12 to 2029-12,5,0.07605849225277983,0.021220498298893834,0.07039999999999999,-0.04917950170110616,77.0,0.12108247509928094,1.8440341721021627
Seattle - WA USA - Snohomish County,Seattle - WA,Snohomish County,4127053.0,2024-12 to 2029-12,5,0.07546074439930406,0.04494310942733723,0.07039999999999999,-0.02545689057266276,77.0,0.16401829026169068,2.1305601532223806
Seattle - WA USA - South Seattle,Seattle - WA,South Seattle,4127053.0,2024-12 to 2029-12,5,0.06949430279686064,0.029428455779469103,0.07039999999999999,-0.040971544220530884,77.0,0.12350504708317489,1.8379570288367222
Seattle - WA USA - Tacoma,Seattle - WA,Tacoma,4127053.0,2024-12 to 2029-12,5,0.06956965682255722,0.03545006108173006,0.07039999999999999,-0.03494993891826993,77.0,0.1351991001559547,1.9144596082955352
Seattle - WA USA - West Seattle,Seattle - WA,West Seattle,4127053.0,2024-12 to 2029-12,5,0.07138648936312109,0.03417954385403154,0.07039999999999999,-0.03622045614596845,77.0,0.13611683346971848,1.9284001344462065
Sheboygan - WI USA - City of Sheboygan,Sheboygan - WI,City of Sheboygan,118218.0,2024-12 to 2029-12,5,0.05981153270317452,0.07220967894130871,0.07039999999999999,0.0018096789413087205,120.0,0.18938916336569656,2.217211792948769
Sheboygan - WI USA - Outlying Sheboygan County,Sheboygan - WI,Outlying Sheboygan County,118218.0,2024-12 to 2029-12,5,0.06403885575668533,0.09371771424073161,0.07039999999999999,0.02331771424073162,120.0,0.2408811450500663,2.5532599623374312
Sheboygan - WI USA - Sheboygan Falls/Kohler,Sheboygan - WI,Sheboygan Falls/Kohler,118218.0,2024-12 to 2029-12,5,0.06012024316654019,0.06963177134750832,0.07039999999999999,-0.0007682286524916676,120.0,0.18450426536406384,2.1898590692398336
Shreveport - LA USA - Barksdale,Shreveport - LA,Barksdale,418680.0,2024-12 to 2029-12,5,0.05610377301585623,0.09798818521244035,0.07039999999999999,0.027588185212440358,92.0,0.2353126134131014,2.4813803987692733
Shreveport - LA USA - Caddo Mills,Shreveport - LA,Caddo Mills,418680.0,2024-12 to 2029-12,5,0.05790768228158938,0.08330290946809814,0.07039999999999999,0.012902909468098148,92.0,0.2084359892320049,2.3259616194525887
Shreveport - LA USA - Downtown/Business District,Shreveport - LA,Downtown/Business District,418680.0,2024-12 to 2029-12,5,0.061647119742823664,0.04485842634063865,0.07039999999999999,-0.02554157365936134,92.0,0.1382570085933863,1.9043683137134702
Shreveport - LA USA - North Bossier Parish,Shreveport - LA,North Bossier Parish,418680.0,2024-12 to 2029-12,5,0.05462358323147787,0.08747323336097611,0.07039999999999999,0.017073233360976117,92.0,0.2113733301946661,2.326990661349206
Sioux Falls - SD USA - Downtown Sioux Falls ,Sioux Falls - SD,Downtown Sioux Falls ,299133.0,2024-12 to 2029-12,5,0.06366797786803913,0.05769698567368338,0.07039999999999999,-0.012703014326316611,120.0,0.16625255078434842,2.097062472959482
South Bend - IN USA - Central,South Bend - IN,Central,324698.0,2024-12 to 2029-12,5,0.06258600341110188,0.04859753078517036,0.07039999999999999,-0.02180246921482963,120.0,0.1474458862986021,1.9660423071654267
South Bend - IN USA - Granger,South Bend - IN,Granger,324698.0,2024-12 to 2029-12,5,0.06413025778663872,0.03370770940848239,0.07039999999999999,-0.0366922905915176,120.0,0.12131660327079574,1.8045996752401232
South Bend - IN USA - Mishawaka,South Bend - IN,Mishawaka,324698.0,2024-12 to 2029-12,5,0.06693102042086574,0.07253143692988344,0.07039999999999999,0.0021314369298834485,120.0,0.20218342350840368,2.3350248407120926
Spartanburg - SC USA - Central Spartanburg,Spartanburg - SC,Central Spartanburg,387311.0,2024-12 to 2029-12,5,0.07010528484586098,0.049751340088973396,0.07039999999999999,-0.020648659911026594,92.0,0.16336202140381517,2.1019965043308666
Spartanburg - SC USA - East Spartanburg County,Spartanburg - SC,East Spartanburg County,387311.0,2024-12 to 2029-12,5,0.07331759756472733,0.03882406108011795,0.07039999999999999,-0.03157593891988204,92.0,0.1483331108599102,2.0183768921292358
Spartanburg - SC USA - North Spartanburg County,Spartanburg - SC,North Spartanburg County,387311.0,2024-12 to 2029-12,5,0.07224534437129138,0.04802129612245018,0.07039999999999999,-0.02237870387754981,92.0,0.16401401634456003,2.1155901117084657
Spartanburg - SC USA - West Spartanburg County,Spartanburg - SC,West Spartanburg County,387311.0,2024-12 to 2029-12,5,0.06635719803734785,0.052934629900733984,0.07039999999999999,-0.017465370099266006,92.0,0.16281536093559934,2.0807800989810006
Spokane - WA USA - Downtown Spokane,Spokane - WA,Downtown Spokane,620399.0,2024-12 to 2029-12,5,0.0751428918013124,0.039807936137837605,0.07039999999999999,-0.030592063862162386,86.0,0.15382354511232177,2.0610584962582346
Spokane - WA USA - North Spokane,Spokane - WA,North Spokane,620399.0,2024-12 to 2029-12,5,0.06646132267479832,0.043646997368731545,0.07039999999999999,-0.026753002631268445,86.0,0.14504756297858212,1.966367983124453
Spokane - WA USA - North Spokane County,Spokane - WA,North Spokane County,620399.0,2024-12 to 2029-12,5,0.06754244602774429,0.04752205077778418,0.07039999999999999,-0.02287794922221581,86.0,0.15451519058665975,2.03232260623404
Spokane - WA USA - South Spokane,Spokane - WA,South Spokane,620399.0,2024-12 to 2029-12,5,0.07085800759310601,0.06560217910866606,0.07039999999999999,-0.0047978208913339315,86.0,0.19539860793731934,2.312487541527692
Spokane - WA USA - South Spokane County,Spokane - WA,South Spokane County,620399.0,2024-12 to 2029-12,5,0.06984707775303756,0.04046221811797827,0.07039999999999999,-0.029937781882021723,86.0,0.14518412729707575,1.9816521459302037
Spokane - WA USA - Spokane Valley,Spokane - WA,Spokane Valley,620399.0,2024-12 to 2029-12,5,0.06491385705845909,0.03259689625993817,0.07039999999999999,-0.03780310374006182,86.0,0.12067575290132271,1.803292835917679
Springfield - IL USA - Springfield ,Springfield - IL,Springfield ,203914.0,2024-12 to 2029-12,5,0.06616560739473254,0.04534635875919182,0.07039999999999999,-0.025053641240808174,120.0,0.14764674752167273,1.9828311508357648
Springfield - MA USA - Amherst/East Hampshire County,Springfield - MA,Amherst/East Hampshire County,623620.0,2024-12 to 2029-12,5,0.06691542262865346,0.04186533116899588,0.07039999999999999,-0.028534668831004112,118.0,0.14264196910343685,1.9514458765477682
Springfield - MA USA - East Hampden County,Springfield - MA,East Hampden County,623620.0,2024-12 to 2029-12,5,0.07075339273151648,0.08429886005279655,0.07039999999999999,0.013898860052796558,118.0,0.23132451084958672,2.5444767753632194
Springfield - MA USA - Northampton/West Hampshire County,Springfield - MA,Northampton/West Hampshire County,623620.0,2024-12 to 2029-12,5,0.07238009433907111,0.06179376512841332,0.07039999999999999,-0.008606234871586668,118.0,0.19089043353953827,2.2899729963289
Springfield - MO USA - Central Springfield,Springfield - MO,Central Springfield,494437.0,2024-12 to 2029-12,5,0.052639076794954054,0.05051883055796738,0.07039999999999999,-0.01988116944203261,120.0,0.13271753848288537,1.834489038236803
Springfield - MO USA - Greater Greene County,Springfield - MO,Greater Greene County,494437.0,2024-12 to 2029-12,5,0.06183703715726829,0.06542315497747027,0.07039999999999999,-0.004976845022529722,120.0,0.17960043747580157,2.164444252290239
Springfield - MO USA - North Springfield,Springfield - MO,North Springfield,494437.0,2024-12 to 2029-12,5,0.0627857841390036,0.06285507650898368,0.07039999999999999,-0.007544923491016306,120.0,0.17601262614021929,2.1474464368545574
Springfield - MO USA - Southeast Springfield,Springfield - MO,Southeast Springfield,494437.0,2024-12 to 2029-12,5,0.06168606035198132,0.08066801879911686,0.07039999999999999,0.010268018799116874,120.0,0.20951002573890953,2.35260661357201
Springfield - MO USA - Southwest Springfield,Springfield - MO,Southwest Springfield,494437.0,2024-12 to 2029-12,5,0.07065604604587672,0.07289437775378303,0.07039999999999999,0.002494377753783042,120.0,0.2093752774761577,2.400321519850868
St. Cloud - MN USA - Benton Outlying Northern Suburbs,St. Cloud - MN,Benton Outlying Northern Suburbs,202822.0,2024-12 to 2029-12,5,0.06054899030739791,0.07777483129236763,0.07039999999999999,0.007374831292367642,120.0,0.20165425305927975,2.2984219090014495
St. Cloud - MN USA - Stearns County,St. Cloud - MN,Stearns County,202822.0,2024-12 to 2029-12,5,0.06460307415206512,0.07474439790316297,0.07039999999999999,0.004344397903162975,120.0,0.2026432154229827,2.325143491532896
St. George - UT USA - Saint George ,St. George - UT,Saint George ,206952.0,2024-12 to 2029-12,5,0.0749374128140019,0.05822401600388704,0.07039999999999999,-0.01217598399611295,102.0,0.18779751849676551,2.2878288464342154
Stamford - CT USA - Bridgeport/Lower Stratford,Stamford - CT,Bridgeport/Lower Stratford,957965.0,2024-12 to 2029-12,5,0.0673670461768594,0.05266658642249729,0.07039999999999999,-0.017733413577502702,97.0,0.16354178183214763,2.0937826317651207
Stamford - CT USA - Danbury/Newtown/Monroe,Stamford - CT,Danbury/Newtown/Monroe,957965.0,2024-12 to 2029-12,5,0.07173812669428248,0.059078427505838416,0.07039999999999999,-0.011321572494161575,97.0,0.18442757598903659,2.2454314641469573
Stamford - CT USA - Downtown Stamford,Stamford - CT,Downtown Stamford,957965.0,2024-12 to 2029-12,5,0.07449609132075397,0.05342508122015931,0.07039999999999999,-0.016974918779840684,97.0,0.17843729929768837,2.2204827820739883
Stamford - CT USA - Greenwich,Stamford - CT,Greenwich,957965.0,2024-12 to 2029-12,5,0.0704421041004486,0.07337807338562695,0.07039999999999999,0.0029780733856269587,97.0,0.20972860840380192,2.4028550862312885
Stamford - CT USA - Harbor Point,Stamford - CT,Harbor Point,957965.0,2024-12 to 2029-12,5,0.07179319616093371,0.05390709315105741,0.07039999999999999,-0.016492906848942578,97.0,0.17451033249137748,2.1816980657296243
Stamford - CT USA - Middle Fairfield County,Stamford - CT,Middle Fairfield County,957965.0,2024-12 to 2029-12,5,0.07462536407707066,0.10393653728035912,0.07039999999999999,0.03353653728035913,97.0,0.27656813288865334,2.8540304549634206
Stamford - CT USA - Norwalk,Stamford - CT,Norwalk,957965.0,2024-12 to 2029-12,5,0.0728694002299699,0.05025082833516068,0.07039999999999999,-0.02014917166483931,97.0,0.16949086727102092,2.1537824962048204
Stamford - CT USA - Trumbull/Upper Stratford/Shelton,Stamford - CT,Trumbull/Upper Stratford/Shelton,957965.0,2024-12 to 2029-12,5,0.07264725879333978,0.06102674340805658,0.07039999999999999,-0.009373256591943407,97.0,0.18966714062670786,2.2848039812015783
Stockton - CA USA - Lakeview,Stockton - CA,Lakeview,808843.0,2024-12 to 2029-12,5,0.061430198923550394,0.0826237315251041,0.07039999999999999,0.012223731525104115,86.0,0.21229891485869756,2.372991489816
Stockton - CA USA - Lodi,Stockton - CA,Lodi,808843.0,2024-12 to 2029-12,5,0.06536981215502813,0.06725633690479316,0.07039999999999999,-0.0031436630952068334,86.0,0.18895900693265477,2.2438718874629062
Stockton - CA USA - Manteca/Lathrop,Stockton - CA,Manteca/Lathrop,808843.0,2024-12 to 2029-12,5,0.07151265325858369,0.049472571433185016,0.07039999999999999,-0.020927428566814975,86.0,0.16555400707603218,2.121641393130496
Stockton - CA USA - Outer San Joaquin County,Stockton - CA,Outer San Joaquin County,808843.0,2024-12 to 2029-12,5,0.06703431166155327,0.054261747919956284,0.07039999999999999,-0.016138252080043707,86.0,0.1663776232203351,2.1083271404201396
Stockton - CA USA - Tracy,Stockton - CA,Tracy,808843.0,2024-12 to 2029-12,5,0.06807207301432983,0.057253227259516634,0.07039999999999999,-0.013146772740483356,86.0,0.17417293498385433,2.162569309200947
Stockton - CA USA - Valley Oak,Stockton - CA,Valley Oak,808843.0,2024-12 to 2029-12,5,0.06489925681185049,0.05981520176705508,0.07039999999999999,-0.010584798232944913,86.0,0.17331313436678797,2.1432869530709016
Syracuse - NY USA - Baldwinsville/Camillus/Warners,Syracuse - NY,Baldwinsville/Camillus/Warners,649827.0,2024-12 to 2029-12,5,0.06256205270153292,0.024676138124751883,0.07039999999999999,-0.04572386187524811,118.0,0.10081471083285876,1.6666432489833771
Syracuse - NY USA - City of Syracuse,Syracuse - NY,City of Syracuse,649827.0,2024-12 to 2029-12,5,0.06603458087704839,0.041545183206328495,0.07039999999999999,-0.028854816793671495,118.0,0.14026236438092532,1.9332007220514424
Syracuse - NY USA - North Syracuse/Liverpool,Syracuse - NY,North Syracuse/Liverpool,649827.0,2024-12 to 2029-12,5,0.06478711578780927,0.04184247577922231,0.07039999999999999,-0.02855752422077768,118.0,0.13852844087111604,1.9168256194087618
Syracuse - NY USA - Oswego County,Syracuse - NY,Oswego County,649827.0,2024-12 to 2029-12,5,0.06273620102490218,0.048273166334674544,0.07039999999999999,-0.022126833665325446,118.0,0.14699871800284203,1.9643819061062118
Syracuse - NY USA - Southern Onondaga County,Syracuse - NY,Southern Onondaga County,649827.0,2024-12 to 2029-12,5,0.055726616680938035,0.05937673065756326,0.07039999999999999,-0.011023269342436727,118.0,0.15633059519081316,1.9928765422785935
Tallahassee - FL USA - Downtown Tallahassee,Tallahassee - FL,Downtown Tallahassee,396218.0,2024-12 to 2029-12,5,0.0748940220322849,0.04530546574278988,0.07039999999999999,-0.02509453425721011,92.0,0.1634720265534828,2.1256228571779463
Tallahassee - FL USA - Northeast Tallahassee,Tallahassee - FL,Northeast Tallahassee,396218.0,2024-12 to 2029-12,5,0.0665816688089893,0.06897467109132364,0.07039999999999999,-0.001425328908676346,92.0,0.19456793127927652,2.2849102531909518
Tallahassee - FL USA - South Tallahassee,Tallahassee - FL,South Tallahassee,396218.0,2024-12 to 2029-12,5,0.06807184972438862,0.06193737190671231,0.07039999999999999,-0.008462628093287683,92.0,0.18333285434119895,2.2211174849949185
Tallahassee - FL USA - University,Tallahassee - FL,University,396218.0,2024-12 to 2029-12,5,0.07682557624131325,0.03935017116596046,0.07039999999999999,-0.031049828834039533,92.0,0.15608754726435214,2.0835291460635728
Tampa - FL USA - Central Pinellas,Tampa - FL,Central Pinellas,3389372.0,2024-12 to 2029-12,5,0.07248680507266947,0.05052688011731547,0.07039999999999999,-0.019873119882684517,85.0,0.16894597660733846,2.1509013437537763
Tampa - FL USA - Downtown St Petersburg,Tampa - FL,Downtown St Petersburg,3389372.0,2024-12 to 2029-12,5,0.06831964322439132,0.05320030212104802,0.07039999999999999,-0.017199697878951974,85.0,0.1665355502630581,2.1159368813567783
Tampa - FL USA - Downtown Tampa,Tampa - FL,Downtown Tampa,3389372.0,2024-12 to 2029-12,5,0.07068102941062104,0.04368541327030957,0.07039999999999999,-0.026714586729690418,85.0,0.15261912753102203,2.0356198390051867
Tampa - FL USA - East Tampa,Tampa - FL,East Tampa,3389372.0,2024-12 to 2029-12,5,0.07157757167950862,0.05426994710814335,0.07039999999999999,-0.016130052891856643,85.0,0.17514322706847385,2.182678431453616
Tampa - FL USA - North Pinellas,Tampa - FL,North Pinellas,3389372.0,2024-12 to 2029-12,5,0.07540712558604579,0.0520920952559393,0.07039999999999999,-0.018307904744060688,85.0,0.17729483826335013,2.2190259515916937
Tampa - FL USA - North Tampa,Tampa - FL,North Tampa,3389372.0,2024-12 to 2029-12,5,0.07100231314093008,0.04943611821481494,0.07039999999999999,-0.020963881785185053,85.0,0.16434841257402577,2.1127844520177668
Tampa - FL USA - Northwest Tampa,Tampa - FL,Northwest Tampa,3389372.0,2024-12 to 2029-12,5,0.07135022957458914,0.05463501450981753,0.07039999999999999,-0.01576498549018246,85.0,0.17474975634552004,2.1834963578690614
Tampa - FL USA - Pasco County,Tampa - FL,Pasco County,3389372.0,2024-12 to 2029-12,5,0.06837354695255393,0.044605054831214574,0.07039999999999999,-0.025794945168785416,85.0,0.1501281758954054,2.009374053693999
Tampa - FL USA - South Pinellas,Tampa - FL,South Pinellas,3389372.0,2024-12 to 2029-12,5,0.070970102558509,0.04706538053778226,0.07039999999999999,-0.02333461946221773,85.0,0.159926945292844,2.082620513820462
Tampa - FL USA - South Tampa,Tampa - FL,South Tampa,3389372.0,2024-12 to 2029-12,5,0.07160218135437924,0.04706518924895996,0.07039999999999999,-0.023334810751040033,85.0,0.16052243681793565,2.093024588428751
Tampa - FL USA - Southeast Tampa,Tampa - FL,Southeast Tampa,3389372.0,2024-12 to 2029-12,5,0.06948206973894777,0.04867304066732016,0.07039999999999999,-0.021726959332679832,85.0,0.16007567415999335,2.0783142851185867
Tampa - FL USA - West Tampa,Tampa - FL,West Tampa,3389372.0,2024-12 to 2029-12,5,0.0751731921350518,0.04796492816915779,0.07039999999999999,-0.0224350718308422,85.0,0.1688813985692148,2.1635270086746496
Texarkana - TX USA - Texarkana TX ,Texarkana - TX,Texarkana TX ,145614.0,2024-12 to 2029-12,5,0.06278927000895984,0.040174696820956576,0.07039999999999999,-0.030225303179043414,102.0,0.1303024501865504,1.8639972820746586
Toledo - OH USA - East Lucas County,Toledo - OH,East Lucas County,601030.0,2024-12 to 2029-12,5,0.07173546186423518,0.06670574235620962,0.07039999999999999,-0.0036942576437903746,120.0,0.1993555424785758,2.3407289524872272
Toledo - OH USA - Ottawa Hills,Toledo - OH,Ottawa Hills,601030.0,2024-12 to 2029-12,5,0.058525593016113264,0.10446970012478084,0.07039999999999999,0.03406970012478085,120.0,0.25265200828571177,2.6002322730297456
Toledo - OH USA - Perrysburg/Maumee,Toledo - OH,Perrysburg/Maumee,601030.0,2024-12 to 2029-12,5,0.05911143131986951,0.08456564583582887,0.07039999999999999,0.014165645835828883,120.0,0.21358332998687035,2.3606355379684825
Toledo - OH USA - Sylvania,Toledo - OH,Sylvania,601030.0,2024-12 to 2029-12,5,0.05352510500794416,0.06424740761576056,0.07039999999999999,-0.00615259238423943,120.0,0.16239421524837505,2.019717177221529
Toledo - OH USA - Toledo,Toledo - OH,Toledo,601030.0,2024-12 to 2029-12,5,0.0544452882392803,0.15707078945608918,0.07039999999999999,0.08667078945608919,120.0,0.35306202183255064,3.1942040299392653
Toledo - OH USA - West Lucas County,Toledo - OH,West Lucas County,601030.0,2024-12 to 2029-12,5,0.05950471439905214,0.10292231884719026,0.07039999999999999,0.03252231884719027,120.0,0.25151230248283674,2.596284147068763
Topeka - KS USA - Shawnee County,Topeka - KS,Shawnee County,232411.0,2024-12 to 2029-12,5,0.057652993166100064,0.06527614896389913,0.07039999999999999,-0.005123851036100857,120.0,0.17196025234444012,2.096641433670256
Trenton - NJ USA - Hamilton/Robbinsville,Trenton - NJ,Hamilton/Robbinsville,385890.0,2024-12 to 2029-12,5,0.08128509295971997,0.045272216085067075,0.07039999999999999,-0.025127783914932915,118.0,0.17532560364039962,2.2331293990121814
Trenton - NJ USA - Hightstown/East Windsor,Trenton - NJ,Hightstown/East Windsor,385890.0,2024-12 to 2029-12,5,0.07181335904183861,0.04613994645002349,0.07039999999999999,-0.0242600535499765,118.0,0.15995074791458896,2.084941332484619
Trenton - NJ USA - Princeton/Lawrenceville,Trenton - NJ,Princeton/Lawrenceville,385890.0,2024-12 to 2029-12,5,0.07641939114423879,0.06419125828806459,0.07039999999999999,-0.006208741711935403,118.0,0.20178034188923366,2.3872211105899908
Trenton - NJ USA - Trenton/Hamilton/Ewing,Trenton - NJ,Trenton/Hamilton/Ewing,385890.0,2024-12 to 2029-12,5,0.07303286269477849,0.05993118845675634,0.07039999999999999,-0.010468811543243653,118.0,0.18837375366495013,2.277494992546861
Tucson - AZ USA - Casas Adobes,Tucson - AZ,Casas Adobes,1071159.0,2024-12 to 2029-12,5,0.07053111367450815,0.04475376721316693,0.07039999999999999,-0.025646232786833062,102.0,0.1547770771391821,2.046512331327704
Tucson - AZ USA - Catalina Foothills,Tucson - AZ,Catalina Foothills,1071159.0,2024-12 to 2029-12,5,0.08666199345071557,0.053494371357883944,0.07039999999999999,-0.016905628642116047,102.0,0.19990728155471138,2.4287008075934327
Tucson - AZ USA - Central Tucson,Tucson - AZ,Central Tucson,1071159.0,2024-12 to 2029-12,5,0.0673003284033018,0.040114753742196925,0.07039999999999999,-0.030285246257803065,102.0,0.1397159894670954,1.9358024113791124
Tucson - AZ USA - East Side,Tucson - AZ,East Side,1071159.0,2024-12 to 2029-12,5,0.07826596260149055,0.05443826788240466,0.07039999999999999,-0.01596173211759533,102.0,0.18702627050959486,2.296403849649027
Tucson - AZ USA - Oro Valley/Catalina,Tucson - AZ,Oro Valley/Catalina,1071159.0,2024-12 to 2029-12,5,0.0701305782108177,0.05325524792719477,0.07039999999999999,-0.01714475207280522,102.0,0.17022870317336203,2.146209965570395
Tucson - AZ USA - Outlying Pima County,Tucson - AZ,Outlying Pima County,1071159.0,2024-12 to 2029-12,5,0.07256019897293209,0.0412942865176819,0.07039999999999999,-0.029105713482318094,102.0,0.1519957728461674,2.036707863841726
Tucson - AZ USA - South Tucson,Tucson - AZ,South Tucson,1071159.0,2024-12 to 2029-12,5,0.07791002632457134,0.036566631133736704,0.07039999999999999,-0.033833368866263286,102.0,0.1530967190320658,2.066998049060951
Tucson - AZ USA - Tanque Verde,Tucson - AZ,Tanque Verde,1071159.0,2024-12 to 2029-12,5,0.07519911288224312,0.04955413804222608,0.07039999999999999,-0.02084586195777391,102.0,0.1724026519038231,2.183825136357987
Tulsa - OK USA - Downtown Tulsa,Tulsa - OK,Downtown Tulsa,1050923.0,2024-12 to 2029-12,5,0.06863205029018093,0.061653366524797526,0.07039999999999999,-0.008746633475202464,120.0,0.1840500786351138,2.2266898574771847
Tulsa - OK USA - East Tulsa,Tulsa - OK,East Tulsa,1050923.0,2024-12 to 2029-12,5,0.06155689347407556,0.047783252657185825,0.07039999999999999,-0.022616747342814165,120.0,0.14377709699685393,1.9394961581575032
Tulsa - OK USA - Midtown South,Tulsa - OK,Midtown South,1050923.0,2024-12 to 2029-12,5,0.06982356424585334,0.04421172385623992,0.07039999999999999,-0.02618827614376007,120.0,0.15232289045519054,2.0281359371405543
Tulsa - OK USA - North Tulsa,Tulsa - OK,North Tulsa,1050923.0,2024-12 to 2029-12,5,0.06546592889360747,0.072198166484266,0.07039999999999999,0.0017981664842660061,120.0,0.1993175558204563,2.3071928213403314
Tulsa - OK USA - South Tulsa County,Tulsa - OK,South Tulsa County,1050923.0,2024-12 to 2029-12,5,0.07160686199055988,0.0752780812518014,0.07039999999999999,0.0048780812518014055,120.0,0.21570299085769018,2.4457628915052085
Tulsa - OK USA - South Tulsa/Broken Arrow,Tulsa - OK,South Tulsa/Broken Arrow,1050923.0,2024-12 to 2029-12,5,0.07052900086918767,0.06477430654998859,0.07039999999999999,-0.005625693450011404,120.0,0.193259848374139,2.2967343861804217
Tulsa - OK USA - Wagoner County,Tulsa - OK,Wagoner County,1050923.0,2024-12 to 2029-12,5,0.06689751742780747,0.060807877573170126,0.07039999999999999,-0.009592122426829865,120.0,0.1793513832390008,2.1879377088653458
Tuscaloosa - AL USA - Tuscaloosa County,Tuscaloosa - AL,Tuscaloosa County,271740.0,2024-12 to 2029-12,5,0.06738004031416889,0.07209571764578285,0.07039999999999999,0.001695717645782857,92.0,0.20173353605490596,2.3368575975858357
Utica - NY USA - Utica,Utica - NY,Utica,284693.0,2024-12 to 2029-12,5,0.028147456524543202,0.012096183994530895,0.07039999999999999,-0.05830381600546909,118.0,-0.000795387342621634,0.9954178958955903
Ventura - CA USA - Camarillo,Ventura - CA,Camarillo,830284.0,2024-12 to 2029-12,5,0.07706900795050564,0.05018015604992526,0.07039999999999999,-0.02021984395007473,86.0,0.17683003630411886,2.2229971759764497
Ventura - CA USA - Moorpark,Ventura - CA,Moorpark,830284.0,2024-12 to 2029-12,5,0.07777297624266133,0.060683640241854256,0.07039999999999999,-0.009716359758145734,86.0,0.19714333504162074,2.36614855061973
Ventura - CA USA - Oxnard,Ventura - CA,Oxnard,830284.0,2024-12 to 2029-12,5,0.07808160826631894,0.04034758464289729,0.07039999999999999,-0.0300524153571027,86.0,0.16028379067499832,2.117156310311084
